2012-11-07 00:01:28;40.7561;-73.987
2012-11-07 00:02:01;40.8269;-73.9228
2012-11-07 00:06:08;40.6752;-73.971
2012-11-07 00:11:09;40.7561;-73.987
2012-11-07 00:30:20;40.7561;-73.987
2012-11-07 00:30:24;40.5605;-74.1475
2012-11-07 00:47:32;40.7561;-73.987
2012-11-07 01:01:35;40.6612;-73.4772
2012-11-07 01:01:40;40.7561;-73.987
2012-11-07 01:02:16;40.7561;-73.987
2012-11-07 01:09:47;40.7561;-73.987
2012-11-07 01:10:18;40.7561;-73.987
2012-11-07 01:19:52;40.7561;-73.987
2012-11-07 01:23:49;40.7561;-73.987
2012-11-07 01:27:12;40.7561;-73.987
2012-11-07 01:30:41;40.7561;-73.987
2012-11-07 02:23:58;40.7561;-73.987
2012-11-07 02:24:35;40.7561;-73.987
2012-11-07 02:34:52;40.7561;-73.987
2012-11-07 03:12:43;40.6752;-73.971
2012-11-07 03:27:24;40.7561;-73.987
2012-11-07 03:36:42;40.7561;-73.987
2012-11-07 03:42:01;40.6067;-74.1624
2012-11-07 03:50:31;40.7561;-73.987
2012-11-07 04:10:05;40.7282;-73.7949
2012-11-07 04:49:04;40.6752;-73.971
2012-11-07 05:53:01;40.7561;-73.987
2012-11-07 06:07:20;40.7561;-73.987
2012-11-07 06:31:06;40.7561;-73.987
2012-11-07 06:49:40;40.7561;-73.987
2012-11-07 07:11:17;40.7561;-73.987
2012-11-07 07:23:30;40.7561;-73.987
2012-11-07 07:23:53;40.7561;-73.987
2012-11-07 07:31:40;40.7566;-73.9863
2012-11-07 07:55:44;40.7561;-73.987
2012-11-07 08:21:02;40.7282;-73.7949
2012-11-07 08:25:06;40.7561;-73.987
2012-11-07 08:25:43;40.7566;-73.9863
2012-11-07 08:28:02;40.7561;-73.987
2012-11-07 08:35:45;40.7561;-73.987
2012-11-07 08:58:36;40.7561;-73.987
2012-11-07 09:09:40;40.7561;-73.987
2012-11-07 09:13:27;40.7561;-73.987
2012-11-07 09:13:51;40.7561;-73.987
2012-11-07 09:33:25;40.7566;-73.9863
2012-11-07 09:58:18;40.5886;-73.6659
2012-11-07 10:07:39;40.7561;-73.987
2012-11-07 10:23:26;40.7561;-73.987
2012-11-07 10:23:26;40.7561;-73.987
2012-11-07 10:26:06;40.7561;-73.987
2012-11-07 10:26:15;40.7566;-73.9863
2012-11-07 10:41:14;40.7561;-73.987
2012-11-07 10:45:29;40.7561;-73.987
2012-11-07 10:45:34;40.7144;-74.006
2012-11-07 10:53:17;40.7144;-74.006
2012-11-07 10:57:57;40.7561;-73.987
2012-11-07 11:02:59;40.7445;-74.0276
2012-11-07 11:02:59;40.7445;-74.0276
2012-11-07 11:02:59;40.7445;-74.0276
2012-11-07 11:03:00;40.7445;-74.0276
2012-11-07 11:03:37;40.7517;-73.9901
2012-11-07 11:11:26;40.7561;-73.987
2012-11-07 11:19:05;40.7561;-73.987
2012-11-07 11:22:37;40.9396;-73.8957
2012-11-07 11:24:14;40.7561;-73.987
2012-11-07 11:31:09;40.7561;-73.987
2012-11-07 11:43:42;40.7561;-73.987
