54;1423515297000;France;48.818613;2.330926
54;1423519266000;France;48.824253;2.303545
54;1423520706000;France;48.891546;2.317077
54;1423487422000;France;48.904517;2.440795
54;1423487424000;France;48.866782;2.335679
54;1423487429000;France;48.870829;2.351832
54;1423487432000;France;48.844658;2.43709
54;1423487440000;France;48.852699;2.315444
54;1423487449000;France;48.866681;2.279425
54;1423487449000;France;48.853762;2.373262
54;1423487455000;France;48.82688;2.3701
54;1423487461000;France;48.85004;2.34603
54;1423487473000;France;48.90467;2.440731
54;1423487475000;France;48.883513;2.349857
54;1423487476000;France;48.892359;2.370072
54;1423487482000;France;48.871546;2.27417
54;1423487483000;France;48.910931;2.412488
54;1423487493000;France;48.866806;2.30867
54;1423487506000;France;48.875529;2.403243
54;1423487518000;France;48.895766;2.331074
54;1423487524000;France;48.870617;2.363187
54;1423487524000;France;48.894614;2.374689
54;1423487527000;France;48.866806;2.30867
54;1423487538000;France;48.910566;2.307964
54;1423487549000;France;48.822604;2.343262
54;1423487553000;France;48.869587;2.291811
54;1423487557000;France;48.855891;2.326237
54;1423487565000;France;48.883582;2.348528
54;1423487566000;France;48.884595;2.248977
54;1423487567000;France;48.852699;2.315444
54;1423487590000;France;48.869722;2.3075
54;1423487592000;France;48.831352;2.338326
54;1423487594000;France;48.885692;2.303735
54;1423487595000;France;48.856321;2.370991
54;1423487596000;France;48.870831;2.351817
54;1423487597000;France;48.860522;2.352469
54;1423487606000;France;48.884455;2.274042
54;1423487617000;France;48.892979;2.353794
54;1423487618000;France;48.866806;2.308671
54;1423487623000;France;48.872281;2.303437
54;1423487633000;France;48.826907;2.365027
54;1423487637000;France;48.857147;2.406813
54;1423487650000;France;48.826862;2.365084
54;1423487656000;France;48.866781;2.335658
54;1423487657000;France;48.870833;2.351816
54;1423487657000;France;48.863154;2.363899
54;1423487668000;France;48.826863;2.365068
54;1423487671000;France;48.910207;2.455141
54;1423487679000;France;48.850605;2.323708
54;1423487685000;France;48.842766;2.362066
54;1423487686000;France;48.8365;2.372596
54;1423487687000;France;48.904956;2.440688
54;1423487695000;France;48.89467;2.374688
54;1423487699000;France;48.882907;2.333156
54;1423487701000;France;48.831868;2.238636
54;1423487705000;France;48.887553;2.262033
54;1423487715000;France;48.831868;2.238636
54;1423487720000;France;48.808841;2.246161
54;1423487721000;France;48.88083;2.312648
54;1423487723000;France;48.852108;2.378158
54;1423487730000;France;48.863304;2.363741
54;1423487736000;France;48.866663;2.352733
54;1423487736000;France;48.891162;2.345648
54;1423487739000;France;48.872365;2.300167
54;1423487740000;France;48.904781;2.440853
54;1423487749000;France;48.893816;2.377158
54;1423487750000;France;48.874522;2.333156
54;1423487760000;France;48.891081;2.345595
54;1423487772000;France;48.885829;2.380538
54;1423487776000;France;48.883518;2.346502
54;1423487780000;France;48.828777;2.381415
54;1423487798000;France;48.887549;2.262029
54;1423487804000;France;48.887968;2.375232
54;1423487807000;France;48.904781;2.440853
54;1423487809000;France;48.859382;2.444129
54;1423487822000;France;48.823662;2.25804
54;1423487823000;France;48.904588;2.441012
54;1423487823000;France;48.884772;2.249046
54;1423487832000;France;48.866;2.334
54;1423487837000;France;48.87036;2.360239
54;1423487845000;France;48.839771;2.354023
54;1423487854000;France;48.883613;2.327547
54;1423487857000;France;48.866781;2.335658
54;1423487857000;France;48.85212;2.287089
54;1423487876000;France;48.858371;2.294481
54;1423487883000;France;48.851031;2.277246
54;1423487884000;France;48.878864;2.389777
54;1423487886000;France;48.847722;2.262891
54;1423487889000;France;48.857952;2.355136
54;1423487899000;France;48.851039;2.330719
54;1423487904000;France;48.870834;2.35186
54;1423487912000;France;48.904824;2.440751
54;1423487917000;France;48.851031;2.277275
54;1423487926000;France;48.837788;2.255928
54;1423487944000;France;48.870856;2.351831
54;1423487962000;France;48.858371;2.294481
54;1423487965000;France;48.866681;2.279425
54;1423487968000;France;48.837477;2.306784
54;1423487968000;France;48.851031;2.277275
54;1423487970000;France;48.884842;2.344589
54;1423487978000;France;48.884202;2.368487
54;1423487982000;France;48.85587;2.326292
54;1423487986000;France;48.85479;2.35072
54;1423487994000;France;48.872367;2.30015
54;1423487994000;France;48.892299;2.315155
54;1423487995000;France;48.885761;2.303763
54;1423488002000;France;48.852699;2.315444
54;1423488004000;France;48.894482;2.341413
54;1423488007000;France;48.839445;2.354156
54;1423488008000;France;48.904802;2.440767
54;1423488011000;France;48.88573;2.303723
54;1423488017000;France;48.871495;2.342207
54;1423488017000;France;48.858343;2.294798
54;1423488023000;France;48.870098;2.304432
54;1423488026000;France;48.851023;2.277162
54;1423488030000;France;48.851531;2.317654
